========================================================
       MARATHON 28,000,000 RUNS PERFORMANCE LOG         
========================================================
Run_Index	Scalar_ns	AVX2_ns	Speedup
11440000	40567	35900	1.13x
11450000	40598	35915	1.13x
11460000	40615	35904	1.13x
11470000	40648	35895	1.13x
11480000	74333	37542	1.98x
11490000	40604	36441	1.11x
11500000	41162	35852	1.15x
11510000	40653	36474	1.11x
11520000	42163	37914	1.11x
11530000	118885	58184	2.04x
11540000	40593	36517	1.11x
11550000	40502	36516	1.11x
11560000	42080	37836	1.11x
11570000	40625	36524	1.11x
11580000	40701	36475	1.12x
11590000	41221	36512	1.13x
11600000	40616	36417	1.12x
11610000	40615	35853	1.13x
11620000	42177	37829	1.11x
11630000	42118	37869	1.11x
11640000	59318	37239	1.59x
11650000	40629	36512	1.11x
11660000	40542	61017	0.66x
11670000	40523	35828	1.13x
11680000	39878	35946	1.11x
11690000	40591	35831	1.13x
11700000	42091	37751	1.11x
11710000	41355	37318	1.11x
11720000	40593	36451	1.11x
11730000	40568	35923	1.13x
11740000	40666	36458	1.12x
11750000	59764	37242	1.60x
11760000	82613	54602	1.51x
11770000	57408	35844	1.60x
11780000	40499	35894	1.13x
11790000	41157	36491	1.13x
11800000	40554	36536	1.11x
11810000	40610	36436	1.11x
11820000	42166	37835	1.11x
11830000	40573	35875	1.13x
11840000	40564	36522	1.11x
11850000	40572	36507	1.11x
11860000	40587	36446	1.11x
11870000	59874	37318	1.60x
11880000	74172	37248	1.99x
11890000	40547	36395	1.11x
11900000	41203	36554	1.13x
11910000	42148	41426	1.02x
11920000	40605	35865	1.13x
11930000	40623	36439	1.11x
11940000	40647	36408	1.12x
11950000	40558	36491	1.11x
11960000	40929	36446	1.12x
11970000	40606	36480	1.11x
11980000	42044	37284	1.13x
11990000	40659	35907	1.13x
12000000	41160	35876	1.15x
12010000	39864	35332	1.13x
12020000	40634	35813	1.13x
12030000	40643	55473	0.73x
12040000	64468	37401	1.72x
12050000	40623	35845	1.13x
12060000	40559	36504	1.11x
12070000	40582	35821	1.13x
12080000	41103	35885	1.15x
12090000	40596	36441	1.11x
12100000	41087	35924	1.14x
12110000	40579	36441	1.11x
12120000	40608	36540	1.11x
12130000	40641	36423	1.12x
12140000	40574	36475	1.11x
12150000	40641	35842	1.13x
12160000	40593	36482	1.11x
12170000	40611	35880	1.13x
12180000	40652	36462	1.11x
12190000	40587	36466	1.11x
12200000	41207	36441	1.13x
12210000	40622	36553	1.11x
12220000	40502	35815	1.13x
12230000	40622	35960	1.13x
12240000	42072	37302	1.13x
12250000	39845	35996	1.11x
12260000	40544	36407	1.11x
12270000	40572	36485	1.11x
12280000	40413	35936	1.12x
12290000	40536	35895	1.13x
12300000	42622	37226	1.14x
12310000	42088	37200	1.13x
12320000	81673	58202	1.40x
12330000	40699	42937	0.95x
12340000	40618	36528	1.11x
12350000	40566	35955	1.13x
12360000	40682	36445	1.12x
12370000	40596	36533	1.11x
12380000	42069	37868	1.11x
12390000	40595	35937	1.13x
12400000	40662	36500	1.11x
12410000	40536	35869	1.13x
12420000	62793	52923	1.19x
12430000	40614	36553	1.11x
12440000	43786	59827	0.73x
12450000	42187	37822	1.12x
12460000	40543	35887	1.13x
12470000	40602	36421	1.11x
12480000	40561	36498	1.11x
12490000	41254	36488	1.13x
12500000	40611	36431	1.11x
12510000	42149	37759	1.12x
12520000	42771	37772	1.13x
12530000	40648	36416	1.12x
12540000	40621	36417	1.12x
12550000	41253	36467	1.13x
12560000	40610	36582	1.11x
12570000	40631	36551	1.11x
12580000	40586	36592	1.11x
12590000	40506	35845	1.13x
12600000	62846	51527	1.22x
12610000	40605	36500	1.11x
12620000	41155	36540	1.13x
12630000	40680	36421	1.12x
12640000	40559	35824	1.13x
12650000	55288	35928	1.54x
12660000	43854	52476	0.84x
12670000	40616	36496	1.11x
12680000	40686	36430	1.12x
12690000	40536	36562	1.11x
12700000	40651	36469	1.11x
12710000	40600	35871	1.13x
12720000	40535	36459	1.11x
12730000	41934	37862	1.11x
12740000	40618	35876	1.13x
12750000	40675	36489	1.11x
12760000	40541	36532	1.11x
12770000	40646	35824	1.13x
12780000	39832	35962	1.11x
12790000	40548	36507	1.11x
12800000	40534	35819	1.13x
12810000	40668	36426	1.12x
12820000	40603	36423	1.11x
12830000	39789	35996	1.11x
12840000	40673	36496	1.11x
12850000	42153	37817	1.11x
12860000	42132	37680	1.12x
12870000	40632	36476	1.11x
12880000	47091	51653	0.91x
12890000	40679	36404	1.12x
12900000	42153	37802	1.12x
12910000	40607	36542	1.11x
12920000	40658	35860	1.13x
12930000	40540	35927	1.13x
12940000	40699	36515	1.11x
12950000	40646	35869	1.13x
12960000	42187	51168	0.82x
12970000	40633	35860	1.13x
12980000	40570	36529	1.11x
12990000	40658	35907	1.13x
13000000	42688	37857	1.13x
13010000	42204	50298	0.84x
13020000	55100	35920	1.53x
13030000	41269	36499	1.13x
13040000	41380	37391	1.11x
13050000	40567	36457	1.11x
13060000	40571	36525	1.11x
13070000	40685	36432	1.12x
13080000	73993	35966	2.06x
13090000	40656	36432	1.12x
13100000	41173	36511	1.13x
13110000	39903	35304	1.13x
13120000	40601	36451	1.11x
13130000	42118	53630	0.79x
13140000	41221	36393	1.13x
13150000	42033	37853	1.11x
13160000	60224	37482	1.61x
13170000	40648	36437	1.12x
13180000	40642	36431	1.12x
13190000	40608	36542	1.11x
13200000	40610	36507	1.11x
13210000	40614	36342	1.12x
13220000	40688	36472	1.12x
13230000	41286	36493	1.13x
13240000	40581	36453	1.11x
13250000	41067	35840	1.15x
13260000	40519	36543	1.11x
13270000	40601	36456	1.11x
13280000	39835	35284	1.13x
13290000	40574	36517	1.11x
13300000	40638	35914	1.13x
13310000	40662	35854	1.13x
13320000	40607	36502	1.11x
13330000	39783	35928	1.11x
13340000	41093	35917	1.14x
13350000	40558	36526	1.11x
13360000	57077	37202	1.53x
13370000	42140	37216	1.13x
13380000	40609	36480	1.11x
13390000	42103	37871	1.11x
13400000	40578	36562	1.11x
13410000	40581	35878	1.13x
13420000	59251	37285	1.59x
13430000	40587	36460	1.11x
13440000	63266	37349	1.69x
13450000	41227	36537	1.13x
13460000	42075	37844	1.11x
13470000	65222	37472	1.74x
13480000	39793	35981	1.11x
13490000	40612	36554	1.11x
13500000	40675	36518	1.11x
13510000	40653	35862	1.13x
13520000	40615	36524	1.11x
13530000	42157	50237	0.84x
13540000	42177	37888	1.11x
13550000	78241	37344	2.10x
13560000	40565	35879	1.13x
13570000	40610	55641	0.73x
13580000	41184	36454	1.13x
13590000	40715	36456	1.12x
13600000	42195	37837	1.12x
13610000	40605	35932	1.13x
13620000	42031	37176	1.13x
13630000	40583	35859	1.13x
13640000	41226	35841	1.15x
13650000	40638	35888	1.13x
13660000	41322	36402	1.14x
13670000	40581	36470	1.11x
13680000	42193	37237	1.13x
13690000	40657	35830	1.13x
13700000	41194	36487	1.13x
13710000	40633	35886	1.13x
13720000	63024	59028	1.07x
13730000	40665	36418	1.12x
13740000	40709	36455	1.12x
13750000	60173	65509	0.92x
13760000	40663	35866	1.13x
13770000	40700	36513	1.11x
13780000	40659	36448	1.12x
13790000	59894	36081	1.66x
13800000	40532	35809	1.13x
13810000	40563	35948	1.13x
13820000	40595	36447	1.11x
13830000	40471	36496	1.11x
13840000	40629	35936	1.13x
13850000	41225	36538	1.13x
13860000	40638	36533	1.11x
13870000	40561	35897	1.13x
13880000	40652	36508	1.11x
13890000	40510	36482	1.11x
13900000	40543	36448	1.11x
13910000	40617	36437	1.11x
13920000	40531	36456	1.11x
13930000	40620	36406	1.12x
13940000	41333	36501	1.13x
13950000	40559	35834	1.13x
13960000	40617	36502	1.11x
13970000	40667	36423	1.12x
13980000	40617	36524	1.11x
13990000	40576	36500	1.11x
14000000	59924	51733	1.16x
14010000	42094	37874	1.11x
14020000	41279	36520	1.13x
14030000	40535	36427	1.11x
14040000	40485	36480	1.11x
14050000	40624	35805	1.13x
14060000	40617	36457	1.11x
14070000	40548	35822	1.13x
14080000	42031	37216	1.13x
14090000	40587	35850	1.13x
14100000	40616	36512	1.11x
14110000	42165	49800	0.85x
14120000	42166	37815	1.12x
14130000	40564	35840	1.13x
14140000	40596	35975	1.13x
14150000	40615	35884	1.13x
14160000	40597	36489	1.11x
14170000	40641	36481	1.11x
14180000	42114	37100	1.14x
14190000	40675	36524	1.11x
14200000	42073	37804	1.11x
14210000	40680	36510	1.11x
14220000	40606	35927	1.13x
14230000	40703	36392	1.12x
14240000	40616	35894	1.13x
14250000	42182	37274	1.13x
14260000	41173	36465	1.13x
14270000	42045	37792	1.11x
14280000	59749	38182	1.56x
14290000	40604	35834	1.13x
14300000	40563	35907	1.13x
14310000	40560	36410	1.11x
14320000	40536	36518	1.11x
14330000	40580	36444	1.11x
14340000	40678	36428	1.12x
14350000	42100	37159	1.13x
14360000	42109	37748	1.12x
14370000	40598	55740	0.73x
14380000	41167	36447	1.13x
14390000	39857	35958	1.11x
14400000	40537	35943	1.13x
14410000	40523	36530	1.11x
14420000	40526	36494	1.11x
14430000	40525	36390	1.11x
14440000	40516	55434	0.73x
14450000	40606	36406	1.12x
14460000	40550	36515	1.11x
14470000	39799	36025	1.10x
14480000	41292	37357	1.11x
14490000	40663	36474	1.11x
14500000	40637	36495	1.11x
14510000	54819	35966	1.52x
14520000	40677	55283	0.74x
14530000	40616	35867	1.13x
14540000	42181	52866	0.80x
14550000	40574	35913	1.13x
14560000	59656	37723	1.58x
14570000	41337	36473	1.13x
14580000	40605	36456	1.11x
14590000	40535	36458	1.11x
14600000	40602	35893	1.13x
14610000	40595	35884	1.13x
14620000	40677	35869	1.13x
14630000	39818	35361	1.13x
14640000	39817	36007	1.11x
14650000	41354	36526	1.13x
14660000	42054	40127	1.05x
14670000	39866	35929	1.11x
14680000	41125	36361	1.13x
14690000	40602	35806	1.13x
14700000	40636	36420	1.12x
14710000	42104	37715	1.12x
14720000	40662	36459	1.12x
14730000	40614	35875	1.13x
14740000	40676	36450	1.12x
14750000	41147	35875	1.15x
14760000	40603	36520	1.11x
14770000	40528	36370	1.11x
14780000	62305	35955	1.73x
14790000	40639	35953	1.13x
14800000	40602	36479	1.11x
14810000	40519	35995	1.13x
14820000	40524	35949	1.13x
14830000	40559	36419	1.11x
14840000	59596	38100	1.56x
14850000	40636	35871	1.13x
14860000	41118	35880	1.15x
14870000	59225	37226	1.59x
14880000	42122	37209	1.13x
14890000	40629	35795	1.14x
14900000	42167	37275	1.13x
14910000	40583	36494	1.11x
14920000	41291	36483	1.13x
14930000	40625	35806	1.13x
14940000	40608	35810	1.13x
14950000	40584	36491	1.11x
14960000	41998	37856	1.11x
14970000	40673	35869	1.13x
14980000	40706	35887	1.13x
14990000	40570	35771	1.13x
15000000	40583	36491	1.11x
15010000	40605	35887	1.13x
15020000	40637	35889	1.13x
15030000	42032	37856	1.11x
15040000	40487	35846	1.13x
15050000	40539	35902	1.13x
15060000	40525	35878	1.13x
15070000	39836	35906	1.11x
15080000	41193	35857	1.15x
15090000	40575	36486	1.11x
15100000	40568	36473	1.11x
15110000	42715	37763	1.13x
15120000	78104	37614	2.08x
15130000	40575	36532	1.11x
15140000	40594	35774	1.13x
15150000	40695	36472	1.12x
15160000	40666	36413	1.12x
15170000	40621	36543	1.11x
15180000	41299	36510	1.13x
15190000	40555	35971	1.13x
15200000	40644	36494	1.11x
15210000	40632	36492	1.11x
15220000	42033	37765	1.11x
15230000	40591	36482	1.11x
15240000	40561	36503	1.11x
15250000	40654	36477	1.11x
15260000	40567	36475	1.11x
15270000	40726	36499	1.12x
15280000	40587	35869	1.13x
15290000	40672	36528	1.11x
15300000	41196	36396	1.13x
15310000	40650	36446	1.12x
15320000	40624	36512	1.11x
15330000	57174	35949	1.59x
15340000	41216	38012	1.08x
15350000	57193	59573	0.96x
15360000	40557	36480	1.11x
15370000	40592	35899	1.13x
15380000	40664	36481	1.11x
15390000	40596	36472	1.11x
15400000	83854	59278	1.41x
15410000	40641	36386	1.12x
15420000	53963	37357	1.44x
15430000	40638	55197	0.74x
15440000	40609	36491	1.11x
15450000	42155	37849	1.11x
15460000	40714	36559	1.11x
15470000	41236	36533	1.13x
15480000	40616	35876	1.13x
15490000	40563	35795	1.13x
15500000	42150	37829	1.11x
15510000	41270	36484	1.13x
15520000	41349	35846	1.15x
15530000	40525	36495	1.11x
15540000	40629	36449	1.11x
15550000	40581	36521	1.11x
15560000	40616	36416	1.12x
15570000	40692	35870	1.13x
15580000	41259	35843	1.15x
15590000	42118	37810	1.11x
15600000	40612	35854	1.13x
15610000	42180	37165	1.13x
15620000	40628	36528	1.11x
15630000	40521	53502	0.76x
15640000	66041	35979	1.84x
15650000	40576	36482	1.11x
15660000	39810	35953	1.11x
15670000	40523	35894	1.13x
15680000	77806	37274	2.09x
15690000	40680	35877	1.13x
15700000	41215	36453	1.13x
15710000	41250	36452	1.13x
15720000	41170	36433	1.13x
15730000	40598	36465	1.11x
15740000	40642	36492	1.11x
15750000	40608	35847	1.13x
15760000	41269	36480	1.13x
15770000	40615	36547	1.11x
15780000	41364	36478	1.13x
15790000	41356	35834	1.15x
15800000	42715	37245	1.15x
15810000	40559	55543	0.73x
15820000	40691	36541	1.11x
15830000	41250	36435	1.13x
15840000	40593	35939	1.13x
15850000	40517	36395	1.11x
15860000	40619	35848	1.13x
15870000	40621	36487	1.11x
15880000	40540	36489	1.11x
15890000	40641	36535	1.11x
15900000	41195	35945	1.15x
15910000	41078	35924	1.14x
15920000	41228	36531	1.13x
15930000	40610	35909	1.13x
15940000	40602	36515	1.11x
15950000	40569	35848	1.13x
15960000	79979	37442	2.14x
15970000	42728	37171	1.15x
15980000	40594	35793	1.13x
15990000	40572	35789	1.13x
16000000	40555	36469	1.11x
16010000	40586	36450	1.11x
16020000	40561	55442	0.73x
16030000	40564	35949	1.13x
16040000	42189	37783	1.12x
16050000	41322	52042	0.79x
16060000	40616	36514	1.11x
16070000	41994	37825	1.11x
16080000	40564	36421	1.11x
16090000	40586	36543	1.11x
16100000	77315	37415	2.07x
16110000	40636	36435	1.12x
16120000	40528	36434	1.11x
16130000	41200	36542	1.13x
16140000	40655	36564	1.11x
16150000	41288	36581	1.13x
16160000	58862	50713	1.16x
16170000	39808	35877	1.11x
16180000	40570	36593	1.11x
16190000	40625	36456	1.11x
16200000	60098	37285	1.61x
16210000	41194	36435	1.13x
16220000	40688	36555	1.11x
16230000	40618	36512	1.11x
16240000	63803	51428	1.24x
16250000	40595	36553	1.11x
16260000	40569	36485	1.11x
16270000	40504	36499	1.11x
16280000	40614	36496	1.11x
16290000	39876	35269	1.13x
16300000	40592	36400	1.12x
16310000	42186	37712	1.12x
16320000	40617	36485	1.11x
16330000	56891	35957	1.58x
16340000	39868	35959	1.11x
16350000	40658	36471	1.11x
16360000	40542	36507	1.11x
16370000	42026	37797	1.11x
16380000	72436	37346	1.94x
16390000	40635	36562	1.11x
16400000	40712	35827	1.14x
16410000	40650	36482	1.11x
16420000	40620	35820	1.13x
16430000	40591	35849	1.13x
16440000	42062	37136	1.13x
16450000	40691	35953	1.13x
16460000	40657	36436	1.12x
16470000	40569	36523	1.11x
16480000	40530	36433	1.11x
16490000	40575	36460	1.11x
16500000	40559	35865	1.13x
16510000	41212	35868	1.15x
16520000	63576	37360	1.70x
16530000	42031	37244	1.13x
16540000	40591	36501	1.11x
16550000	40613	35828	1.13x
16560000	40644	36456	1.11x
16570000	41200	36521	1.13x
16580000	40524	36547	1.11x
16590000	40684	35856	1.13x
16600000	42100	37129	1.13x
16610000	40624	36420	1.12x
16620000	41313	36471	1.13x
16630000	42136	37157	1.13x
16640000	40626	35859	1.13x
16650000	42165	37777	1.12x
16660000	40677	36465	1.12x
16670000	40412	35908	1.13x
16680000	40647	36485	1.11x
16690000	40596	36501	1.11x
16700000	40594	36485	1.11x
16710000	40560	36531	1.11x
16720000	40655	35890	1.13x
16730000	40593	35840	1.13x
16740000	42027	37817	1.11x
16750000	41371	37219	1.11x
16760000	40594	35850	1.13x
16770000	40700	36493	1.12x
16780000	40549	35846	1.13x
16790000	40630	36449	1.11x
16800000	75900	58073	1.31x
16810000	40568	36496	1.11x
16820000	40600	35840	1.13x
16830000	42016	37246	1.13x
16840000	42837	37861	1.13x
16850000	40652	36513	1.11x
16860000	40627	36477	1.11x
16870000	40568	36502	1.11x
16880000	40576	35914	1.13x
16890000	40586	36504	1.11x
16900000	40556	36456	1.11x
16910000	40586	36447	1.11x
16920000	40673	36527	1.11x
16930000	42168	37180	1.13x
16940000	40685	35841	1.14x
16950000	40576	35833	1.13x
16960000	40488	36451	1.11x
16970000	42043	37182	1.13x
16980000	41135	36455	1.13x
16990000	40648	35908	1.13x
17000000	40651	36434	1.12x
17010000	40565	36496	1.11x
17020000	40542	36519	1.11x
17030000	40622	36459	1.11x
17040000	40663	36480	1.11x
17050000	40638	35918	1.13x
17060000	40526	35855	1.13x
17070000	40458	36529	1.11x
17080000	73880	37393	1.98x
17090000	40532	36514	1.11x
17100000	40626	36506	1.11x
17110000	41252	36492	1.13x
17120000	40643	36525	1.11x
17130000	40639	36493	1.11x
17140000	40629	36500	1.11x
17150000	42696	37796	1.13x
17160000	41327	35860	1.15x
17170000	41195	36522	1.13x
17180000	41888	36560	1.15x
17190000	40570	36479	1.11x
17200000	40513	36429	1.11x
17210000	40569	36381	1.12x
17220000	40686	36528	1.11x
17230000	40659	36532	1.11x
17240000	40566	36430	1.11x
17250000	40606	36436	1.11x
17260000	40584	36445	1.11x
17270000	40593	36493	1.11x
17280000	40615	36461	1.11x
17290000	40617	36520	1.11x
17300000	40580	36488	1.11x
17310000	41239	37236	1.11x
17320000	42114	37753	1.12x
17330000	40608	36377	1.12x
17340000	42148	37814	1.11x
17350000	40628	36540	1.11x
17360000	59776	60585	0.99x
17370000	40616	36536	1.11x
17380000	40652	36504	1.11x
17390000	40576	35902	1.13x
17400000	40583	36535	1.11x
17410000	40593	36470	1.11x
17420000	40508	36535	1.11x
17430000	65455	36098	1.81x
17440000	40505	36470	1.11x
17450000	40640	36502	1.11x
17460000	40592	36504	1.11x
17470000	40677	35886	1.13x
17480000	39929	35391	1.13x
17490000	40568	36491	1.11x
17500000	40536	35834	1.13x
17510000	40617	69807	0.58x
17520000	40659	36414	1.12x
17530000	40604	36516	1.11x
17540000	40583	36474	1.11x
17550000	42114	37766	1.12x
17560000	40530	36510	1.11x
17570000	42101	37798	1.11x
17580000	40596	35827	1.13x
17590000	40630	36486	1.11x
17600000	40612	36466	1.11x
17610000	42161	37312	1.13x
17620000	50263	36020	1.40x
17630000	40554	36491	1.11x
17640000	59819	37367	1.60x
17650000	42084	55606	0.76x
17660000	40600	35889	1.13x
17670000	40536	36549	1.11x
17680000	41251	35807	1.15x
17690000	40563	36498	1.11x
17700000	40536	36474	1.11x
17710000	40691	36438	1.12x
17720000	40605	35921	1.13x
17730000	56929	35935	1.58x
17740000	42019	37830	1.11x
17750000	40504	36474	1.11x
17760000	40610	35909	1.13x
17770000	41198	35914	1.15x
17780000	40599	36523	1.11x
17790000	40427	36527	1.11x
17800000	40527	36391	1.11x
17810000	40455	35958	1.13x
17820000	40641	36497	1.11x
17830000	42137	37739	1.12x
17840000	49799	35994	1.38x
17850000	40648	36414	1.12x
17860000	40617	35847	1.13x
17870000	40632	36464	1.11x
17880000	40631	55708	0.73x
17890000	40653	36490	1.11x
17900000	40667	36481	1.11x
17910000	40673	36516	1.11x
17920000	59561	51197	1.16x
17930000	40740	36436	1.12x
17940000	40660	35843	1.13x
17950000	40523	35936	1.13x
17960000	40641	35962	1.13x
17970000	40603	35987	1.13x
17980000	40595	36411	1.11x
17990000	39866	35977	1.11x
18000000	40646	36472	1.11x
18010000	40617	35814	1.13x
18020000	40644	36550	1.11x
18030000	40673	36472	1.12x
18040000	42183	42115	1.00x
18050000	40512	36509	1.11x
18060000	58246	35974	1.62x
18070000	41990	37808	1.11x
18080000	40597	35809	1.13x
18090000	40633	36503	1.11x
18100000	40623	35862	1.13x
18110000	40639	36417	1.12x
18120000	40598	35968	1.13x
18130000	41299	37278	1.11x
18140000	40708	35886	1.13x
18150000	40675	36452	1.12x
18160000	41176	35828	1.15x
18170000	106386	74123	1.44x
18180000	40624	36463	1.11x
18190000	40503	36409	1.11x
18200000	71052	37519	1.89x
18210000	40601	36403	1.12x
18220000	40584	36514	1.11x
18230000	40465	35950	1.13x
18240000	40576	36485	1.11x
18250000	40577	35918	1.13x
18260000	40647	35961	1.13x
18270000	40495	35245	1.15x
18280000	41140	36437	1.13x
18290000	41202	35902	1.15x
18300000	41986	53505	0.78x
18310000	40572	35835	1.13x
18320000	59732	52576	1.14x
18330000	40636	35916	1.13x
18340000	40613	35870	1.13x
18350000	42111	37780	1.11x
18360000	40466	36440	1.11x
18370000	40535	36516	1.11x
18380000	42166	37687	1.12x
18390000	40616	36506	1.11x
18400000	40538	36501	1.11x
18410000	42021	51897	0.81x
18420000	40665	35895	1.13x
18430000	42104	42070	1.00x
18440000	40568	36415	1.11x
18450000	40649	37218	1.09x
18460000	40580	36410	1.11x
18470000	40674	35881	1.13x
18480000	81594	60791	1.34x
18490000	42156	37176	1.13x
18500000	42106	57070	0.74x
18510000	40558	36466	1.11x
18520000	40687	36471	1.12x
18530000	40758	35975	1.13x
18540000	41236	35846	1.15x
18550000	42150	37200	1.13x
18560000	42120	43748	0.96x
18570000	40608	36458	1.11x
18580000	40589	36468	1.11x
18590000	40602	35877	1.13x
18600000	42138	37246	1.13x
18610000	54725	35917	1.52x
18620000	41259	36529	1.13x
18630000	41172	36457	1.13x
18640000	40572	35857	1.13x
18650000	63402	92361	0.69x
18660000	40569	36571	1.11x
18670000	42135	67550	0.62x
18680000	39789	35929	1.11x
18690000	40614	36492	1.11x
18700000	40523	36364	1.11x
18710000	43806	38690	1.13x
18720000	40595	35899	1.13x
18730000	42140	37709	1.12x
18740000	40528	36548	1.11x
18750000	62086	35994	1.72x
18760000	46408	37488	1.24x
18770000	40605	35853	1.13x
18780000	39849	35950	1.11x
18790000	40520	36503	1.11x
18800000	40534	36518	1.11x
18810000	40469	36441	1.11x
18820000	48838	37423	1.31x
18830000	40600	35883	1.13x
18840000	40571	36529	1.11x
18850000	63569	68764	0.92x
18860000	40609	35898	1.13x
18870000	41154	35881	1.15x
18880000	40609	35896	1.13x
18890000	41106	36460	1.13x
18900000	40628	36535	1.11x
18910000	41096	36373	1.13x
18920000	54500	35876	1.52x
18930000	40529	36471	1.11x
18940000	40516	36539	1.11x
18950000	40588	35832	1.13x
18960000	40684	36552	1.11x
18970000	40548	35918	1.13x
18980000	42132	37788	1.11x
18990000	40624	36521	1.11x
19000000	40588	36423	1.11x
19010000	42200	37952	1.11x
19020000	40607	35861	1.13x
19030000	40575	36456	1.11x
19040000	61240	61780	0.99x
19050000	40552	36505	1.11x
19060000	40591	36565	1.11x
19070000	40582	36505	1.11x
19080000	40679	36482	1.12x
19090000	41991	37319	1.13x
19100000	40543	36527	1.11x
19110000	40621	36560	1.11x
19120000	41996	37251	1.13x
19130000	40625	36422	1.12x
19140000	49294	37437	1.32x
19150000	41172	36484	1.13x
19160000	40536	36385	1.11x
19170000	40589	36565	1.11x
19180000	40667	36374	1.12x
19190000	40555	36479	1.11x
19200000	40563	36541	1.11x
19210000	40592	36490	1.11x
19220000	40611	36548	1.11x
19230000	40595	36499	1.11x
19240000	40614	36514	1.11x
19250000	40607	35945	1.13x
19260000	40541	35921	1.13x
19270000	41296	36529	1.13x
19280000	40558	36463	1.11x
19290000	40647	36563	1.11x
19300000	42174	37843	1.11x
19310000	40613	36378	1.12x
19320000	78344	37274	2.10x
19330000	42095	37281	1.13x
19340000	39933	35389	1.13x
19350000	40514	35942	1.13x
19360000	41206	36449	1.13x
19370000	40667	35898	1.13x
19380000	39891	35944	1.11x
19390000	40560	36426	1.11x
19400000	40547	36426	1.11x
19410000	40554	36511	1.11x
19420000	40620	35912	1.13x
19430000	40590	35847	1.13x
19440000	40537	36494	1.11x
19450000	41233	36517	1.13x
19460000	40543	35949	1.13x
19470000	39926	35868	1.11x
19480000	40589	36487	1.11x
19490000	42114	41965	1.00x
19500000	40566	35868	1.13x
19510000	40480	36385	1.11x
19520000	40616	36506	1.11x
19530000	40660	36428	1.12x
19540000	42162	37783	1.12x
19550000	40587	36526	1.11x
19560000	42198	37724	1.12x
19570000	40622	55643	0.73x
19580000	40561	36423	1.11x
19590000	40662	35910	1.13x
19600000	59900	37673	1.59x
19610000	40611	36479	1.11x
19620000	40670	36487	1.11x
19630000	40625	35902	1.13x
19640000	40571	36532	1.11x
19650000	42071	38214	1.10x
19660000	41174	35772	1.15x
19670000	40549	35909	1.13x
19680000	40806	54112	0.75x
19690000	40627	36582	1.11x
19700000	40612	35811	1.13x
19710000	40599	36431	1.11x
19720000	40615	36546	1.11x
19730000	40618	36502	1.11x
19740000	40585	36394	1.12x
19750000	42085	50913	0.83x
19760000	41193	35880	1.15x
19770000	40607	35945	1.13x
19780000	40663	36569	1.11x
19790000	40673	36429	1.12x
19800000	40550	35890	1.13x
19810000	40614	36504	1.11x
19820000	40586	36410	1.11x
19830000	40535	36427	1.11x
19840000	40487	36480	1.11x
19850000	40559	36446	1.11x
19860000	40692	36495	1.12x
19870000	40593	36561	1.11x
19880000	73798	37357	1.98x
19890000	40651	36491	1.11x
19900000	42123	37809	1.11x
19910000	60151	37254	1.61x
19920000	41221	36469	1.13x
19930000	40654	36495	1.11x
19940000	39757	35978	1.11x
19950000	40630	36463	1.11x
19960000	40582	35868	1.13x
19970000	40655	36542	1.11x
19980000	40608	36406	1.12x
19990000	40642	75692	0.54x
20000000	58948	37179	1.59x
20010000	39837	36046	1.11x
20020000	40528	36535	1.11x
20030000	40644	35823	1.13x
20040000	42198	53880	0.78x
20050000	40657	35884	1.13x
20060000	41242	35893	1.15x
20070000	41201	36396	1.13x
20080000	40618	36511	1.11x
20090000	40591	35962	1.13x
20100000	40605	35925	1.13x
20110000	40655	36447	1.12x
20120000	41493	36606	1.13x
20130000	40528	36573	1.11x
20140000	40553	36492	1.11x
20150000	40520	36491	1.11x
20160000	59775	52069	1.15x
20170000	40597	36430	1.11x
20180000	40561	35845	1.13x
20190000	40589	35814	1.13x
20200000	42113	37135	1.13x
20210000	40557	36513	1.11x
20220000	40616	36471	1.11x
20230000	42361	50524	0.84x
20240000	40576	36516	1.11x
20250000	40623	36499	1.11x
20260000	59625	53268	1.12x
20270000	41179	41691	0.99x
20280000	40567	36455	1.11x
20290000	42154	37899	1.11x
20300000	40654	35865	1.13x
20310000	41225	37291	1.11x
20320000	40672	35767	1.14x
20330000	40434	36437	1.11x
20340000	40539	36535	1.11x
20350000	40567	35897	1.13x
20360000	39882	35258	1.13x
20370000	42065	37880	1.11x
20380000	40581	36555	1.11x
20390000	42232	37178	1.14x
20400000	40534	36558	1.11x
20410000	39844	35313	1.13x
20420000	40597	35889	1.13x
20430000	40651	35928	1.13x
20440000	63311	51615	1.23x
20450000	49477	37339	1.33x
20460000	60133	51282	1.17x
20470000	42056	37278	1.13x
20480000	40660	36420	1.12x
20490000	40577	36469	1.11x
20500000	41116	35847	1.15x
20510000	40635	36513	1.11x
20520000	40624	36551	1.11x
20530000	40632	35828	1.13x
20540000	39773	36026	1.10x
20550000	40683	35855	1.13x
20560000	40612	36581	1.11x
20570000	40593	36473	1.11x
20580000	40606	36544	1.11x
20590000	58699	51278	1.14x
20600000	41212	35826	1.15x
20610000	40642	35860	1.13x
20620000	40659	36451	1.12x
20630000	42100	37906	1.11x
20640000	40619	36416	1.12x
20650000	42107	37850	1.11x
20660000	55549	35876	1.55x
20670000	41227	35908	1.15x
20680000	40607	35867	1.13x
20690000	41178	35892	1.15x
20700000	40531	36483	1.11x
20710000	47544	51465	0.92x
